time,temperature,humidity,Fig2600,Fig2602,telapsed,estimate,podName,model,project,dataType,equation,location,latitude,longitude,elevation,x_Intercept_coef,Fig2600_coef,Fig2602_coef,temperature_coef,humidity_coef,telapsed_coef,SensInteract_coef
4/29/2020 18:00,297.63,520.2589939,1175,524,0.396527778,2.339096859,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/29/2020 19:00,293.93,497.596631,1168,499,0.438194444,2.419050641,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/29/2020 20:00,293.04,496.0687188,1167,411,0.479861111,2.158657065,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/29/2020 21:00,290.63,503.5555723,1174,411,0.521527778,2.254014976,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/29/2020 22:00,288.535,558.254238,1223.5,416,0.563194444,2.35656208,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/29/2020 23:00,286.51,581.4754404,1255,405,0.604861111,2.383947196,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 0:00,286.23,573.7990328,1243,399,0.646527778,2.368012711,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 1:00,286.99,543.679373,1204,385,0.688194444,2.275440387,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 2:00,287.78,528.0112543,1188,393,0.729861111,2.285103799,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 3:00,286.85,519.2277979,1202,400,0.771527778,2.349085713,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 4:00,286.94,551.4582435,1217.5,392,0.813194444,2.307638857,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 5:00,285.49,563.8334632,1239,391,0.854861111,2.35544173,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 6:00,286.4,612.64565,1289,408,0.896527778,2.395898187,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 7:00,288.12,598.6294037,1314,429,0.938194444,2.415389993,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 8:00,289.56,785.4941962,1461,463,0.979861111,2.517459288,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 9:00,291.76,745.7440169,1461,462,1.021527778,2.418735276,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 10:00,295.08,780.756543,1489,531,1.063194444,2.53962745,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 11:00,295.31,882.8748919,1569,550,1.104861111,2.618084353,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 12:00,297.13,1051.985821,1654,542,1.146527778,2.562618945,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 13:00,301.31,913.3573529,1576,586,1.188194444,2.484655182,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 14:00,301.48,1006.500286,1643,568,1.229861111,2.459676007,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 15:00,301.84,869.8488795,1570,623,1.271527778,2.54262984,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 16:00,303.13,836.9350605,1428,554,1.313194444,2.278620238,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 17:00,305.605,777.1532335,1384.5,582,1.354861111,2.227719934,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 18:00,302.8,693.0134569,1289,464,1.396527778,1.979120656,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 19:00,297.1,732.0127116,1341,413,1.438194444,1.993656188,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 20:00,297.53,756.9443688,1355,430,1.479861111,2.05669061,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 21:00,296.33,696.2632326,1319,404,1.521527778,1.978611122,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 22:00,294.97,831.0006751,1445,409,1.563194444,2.049143342,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
4/30/2020 23:00,292.54,845.3461449,1490,427,1.604861111,2.233163275,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 0:00,289.85,839.8715074,1467,412,1.646527778,2.2652057,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 1:00,288.595,847.941764,1466,393,1.688194444,2.208514188,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 2:00,289.26,821.5312781,1451,398,1.729861111,2.210969283,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 3:00,291.85,773.4738581,1383,383,1.771527778,2.033136602,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 4:00,291.57,747.0944516,1372,367,1.813194444,1.944895326,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 5:00,292.17,724.6044832,1356,381,1.854861111,2.009372605,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 6:00,293.35,805.3027909,1432,400,1.896527778,2.059769038,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 7:00,297.33,841.792898,1470,457,1.938194444,2.179520808,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 8:00,299.085,918.1624564,1522,503,1.979861111,2.301993693,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 9:00,299.22,1011.320824,1584,453,2.021527778,2.104786133,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 10:00,302.71,935.8059547,1508,498,2.063194444,2.140023692,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 11:00,303.77,905.1410605,1464,519,2.104861111,2.159385133,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 12:00,306.19,880.3535172,1421.5,516,2.146527778,2.043772911,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 13:00,304.67,899.00614,1471,505,2.188194444,2.076207481,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 14:00,305.54,858.7238801,1406,497,2.229861111,2.002531727,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 15:00,302.73,882.1636015,1455,478,2.271527778,2.051794837,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 16:00,306.72,844.7515622,1396,546,2.313194444,2.097483515,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 17:00,304.88,797.2835776,1385,475,2.354861111,1.939893154,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 18:00,301.765,873.9158745,1469,503,2.396527778,2.178834627,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 19:00,296.79,893.2157767,1512,442,2.438194444,2.132290947,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 20:00,292.76,989.8884445,1603,442,2.479861111,2.298318532,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 21:00,291,1079.98162,1645,409,2.521527778,2.189581903,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 22:00,289.95,1067.248482,1625,405,2.563194444,2.208872459,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/1/2020 23:00,289.08,1065.46612,1631,403,2.604861111,2.228713564,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/2/2020 0:00,288.06,1116.487736,1648,404,2.646527778,2.279052433,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/2/2020 1:00,286.89,1050.909695,1607,391.5,2.688194444,2.244837655,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/2/2020 2:00,286.68,1000.503119,1591,394,2.729861111,2.266068739,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
5/2/2020 3:00,286.61,987.3032779,1574,385,2.771527778,2.212059041,YPODB2,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,40.015,105.2705,5328,14.28153621,0.001454745,-0.000571609,-0.039925022,0.000157791,-0.01143746,-0.689857902
